INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Escola Pública;ALUNO-401;13;1;3L;Não;8.410210333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.9;7.5;6.166666666666667;7.96875;8.458335;10.0;2020
Rede Decisão/União;ALUNO-404;13;4;3L;Não;8.318544833333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.9;4.375;6.666666666666667;8.59375;8.5416725;10.0;2020
Escola Pública;ALUNO-406;10;2;1D;Não;7.978752000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.8;7.5;9.5;7.1875;7.25;5.0;2020
Rede Decisão/União;ALUNO-407;13;2;3L;Sim;8.289376333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.83333;9.9;5.0;7.666666666666667;8.59375;9.166675;10.0;2020
Escola Pública;ALUNO-408;8;0;0C;Não;9.316669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;10.0;10.0;7.5;8.333335;10.0;2020
Escola Pública;ALUNO-414;14;1;2P;Não;5.773612;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;8.0;7.5;0.0;8.541666666666666;6.888886666666666;5.0;2020
Escola Pública;ALUNO-416;13;2;2G;Não;7.780279333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.7;6.25;7.0;7.708333333333334;8.22222;5.0;2020
Escola Pública;ALUNO-421;15;2;3A;Não;7.137293833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;5.9;7.5;7.666666666666667;7.65625;7.2500025;5.0;2020
Escola Pública;ALUNO-424;12;3;1G;Não;7.912085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.8;7.5;9.0;7.1875;7.416665;5.0;2020
Escola Pública;ALUNO-425;13;1;3H;Não;7.131665666666668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.2;7.5;7.333333333333333;6.666666666666667;5.666656666666667;10.0;2020
Escola Pública;ALUNO-426;10;0;1K;Não;6.645835333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;6.5;7.5;5.0;7.291666666666667;7.833333333333333;5.0;2020
Escola Pública;ALUNO-431;9;0;0F;Não;6.814172000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.8;6.875;8.5;2.5;3.83335;5.0;2020
Escola Pública;ALUNO-435;16;0;4B;Não;7.312779666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50001;8.8;7.5;5.333333333333333;8.749999999999998;8.055560000000002;5.0;2020
Escola Pública;ALUNO-437;9;2;1C;Não;7.808335333333335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.5;7.5;5.5;7.916666666666668;7.333333333333333;10.0;2020
Escola Pública;ALUNO-439;15;2;4L;Não;4.931111666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;3.6;7.5;0.0;7.916666666666668;6.055549999999999;5.0;2020
Escola Pública;ALUNO-441;11;1;2J;Não;7.599446;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;7.4;6.25;8.5;5.0;6.72222;10.0;2020
Escola Pública;ALUNO-442;9;0;0F;Não;8.216668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;7.5;7.33333;5.0;2020
Escola Pública;ALUNO-443;12;1;2P;Não;7.670558000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.7;7.5;6.0;8.749999999999998;7.777780000000001;5.0;2020
Escola Pública;ALUNO-445;11;0;1M;Não;6.662085000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.3;7.5;4.75;7.1875;7.916665;5.0;2020
Escola Pública;ALUNO-447;10;1;0G;Não;7.0;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;5.0;9.5;2.5;4.99999;5.0;2020
Escola Pública;ALUNO-448;11;1;2R;Não;7.510557333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.9;9.375;1.5;8.541666666666666;8.444443333333332;10.0;2020
Escola Pública;ALUNO-449;9;1;1N;Não;8.745557333333332;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.2;7.5;10.0;7.5;7.277776666666666;10.0;2020
Escola Pública;ALUNO-450;15;1;4E;Não;6.957083833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.4;7.5;6.666666666666667;8.4375;7.2916675;5.0;2020
Escola Pública;ALUNO-451;9;2;1E;Não;7.322224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.0;6.25;4.5;7.083333333333333;7.944443333333333;10.0;2020
Escola Pública;ALUNO-453;10;1;1G;Não;5.682502;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.1;7.5;0.0;8.125;7.75;5.0;2020
Escola Pública;ALUNO-455;9;1;2F;Sim;8.586392000000002;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.3;7.5;7.0;7.708333333333334;9.277783333333334;10.0;2020
Escola Pública;ALUNO-457;7;0;1J;Não;5.9116686666666665;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.1;5.625;0.0;5.625;7.833333333333333;10.0;2020
Escola Pública;ALUNO-458;10;0;1C;Não;5.535835333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.2;7.5;0.0;7.291666666666667;7.333333333333333;5.0;2020
Escola Pública;ALUNO-459;17;1;5L;Não;5.938332666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.66666;6.9;3.125;3.6666666666666665;8.125;7.666666666666667;5.0;2020
Escola Pública;ALUNO-460;15;4;5G;Sim;8.113544166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.0;4.375;6.333333333333333;8.59375;8.958337499999999;10.0;2020
Escola Pública;ALUNO-462;16;0;5B;Não;7.248334333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.2;7.5;6.0;8.333333333333334;7.666670000000001;5.0;2020
Rede Decisão/União;ALUNO-463;12;3;3L;Não;8.291043;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.7;5.0;8.0;8.59375;7.583335;10.0;2020
Escola Pública;ALUNO-464;14;0;4B;Não;6.841113666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.4;7.5;0.0;8.749999999999998;7.888893333333335;10.0;2020
Escola Pública;ALUNO-466;17;3;6A;Não;5.782291333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;6.5;6.25;5.166666666666667;7.65625;7.791665;5.0;2020
Escola Pública;ALUNO-467;13;1;2M;Não;6.622917999999999;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.5;6.875;3.75;7.1875;7.58333;5.0;2020
Escola Pública;ALUNO-468;10;2;1N;Não;7.426390666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.5;5.0;9.0;6.875;7.444443333333333;5.0;2020
Rede Decisão/União;ALUNO-469;12;4;3A;Não;8.347085000000002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.1;6.875;8.0;7.8125;7.91667;10.0;2020
Escola Pública;ALUNO-472;10;0;1K;Não;8.223057333333335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.9;7.5;9.5;7.708333333333334;8.11111;5.0;2020
Escola Pública;ALUNO-473;10;2;1E;Não;7.809445333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.7;6.875;10.0;6.875;7.222216666666665;5.0;2020
Escola Pública;ALUNO-474;10;1;1H;Não;8.033612666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.3;7.5;9.5;7.291666666666667;7.72222;5.0;2020
Escola Pública;ALUNO-476;17;1;7B;Não;8.101250333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.1;6.25;7.166666666666667;7.8125;8.041665;10.0;2020
Escola Pública;ALUNO-477;12;1;2L;Não;5.791112666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.9;5.0;2.75;7.5;7.055553333333332;5.0;2020
Escola Pública;ALUNO-478;14;0;2G;Não;6.578056666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.3;7.5;2.0;7.291666666666667;6.944439999999998;5.0;2020
Escola Pública;ALUNO-482;12;4;2E;Não;8.342224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.6;7.5;8.0;9.166666666666666;8.277776666666668;5.0;2020
Rede Decisão/União;ALUNO-483;11;2;2E;Não;8.374169333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.6;5.0;8.0;7.708333333333334;8.16667;10.0;2020
FIAP;ALUNO-484;18;4;8A;;5.703335;D;Quartzo;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;9.58335;0.0;3.125;7.8;0.0;0.0;10.0;2020
Escola Pública;ALUNO-486;12;1;2B;Não;5.862502000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.0;5.0;0.5;5.625;7.5;5.0;2020
Escola Pública;ALUNO-487;8;1;0G;Não;8.78125;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;10.0;7.8125;6.49999;10.0;2020
Escola Pública;ALUNO-488;13;1;3R;Não;6.512222666666668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;4.2;6.875;5.666666666666667;7.291666666666667;5.611103333333335;10.0;2020
Rede Decisão/União;ALUNO-490;14;4;3B;Não;8.003127333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;8.5;6.875;8.666666666666666;7.65625;8.29167;5.0;2020
Escola Pública;ALUNO-491;10;1;1F;Não;6.662084;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;2.3;7.5;10.0;7.1875;6.91666;5.0;2020
Escola Pública;ALUNO-492;17;2;7A;Não;7.602290666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.66666;8.1;7.5;5.833333333333333;7.65625;8.166665;10.0;2020
FIAP;ALUNO-495;19;1;8A;;8.651667;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;7.91667;10.0;7.5;8.4;0.0;0.0;10.0;2020
Rede Decisão/União;ALUNO-496;11;2;3B;Não;8.688544833333335;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;7.666666666666667;7.96875;8.5416725;10.0;2020
Rede Decisão/União;ALUNO-499;11;3;1B;Não;8.308752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.7;10.0;9.0;7.1875;8.0;5.0;2020
Escola Pública;ALUNO-500;16;1;6A;Não;7.771876666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.5;7.5;4.833333333333333;7.96875;8.208335;10.0;2020
Escola Pública;ALUNO-502;13;2;4L;Não;8.179167666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.5;7.5;6.666666666666667;8.541666666666666;8.333333333333334;10.0;2020
Escola Pública;ALUNO-503;8;0;0B;Não;7.233337000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;5.75;2.5;5.916675;10.0;2020
Escola Pública;ALUNO-506;7;0;0A;Não;8.783335000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;10.0;7.5;7.166665;10.0;2020
