INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Escola Pública;ALUNO-671;10;2;1E;Não;7.561112;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.0;7.5;10.0;7.5;7.555549999999998;5.0;2020
Escola Pública;ALUNO-672;9;2;1M;Não;7.709585000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.6;6.25;4.5;7.8125;7.916665;10.0;2020
Escola Pública;ALUNO-676;16;2;5A;Não;3.925834666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;4.58334;1.9;3.75;0.0;8.125;7.000003333333334;5.0;2020
Escola Pública;ALUNO-677;10;1;1A;Não;7.75542;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.1;6.25;9.0;3.4375;8.58334;5.0;2020
Escola Pública;ALUNO-678;10;1;2F;Não;4.72222;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;4.5;7.5;0.0;7.5;6.6111;10.0;2020
Escola Pública;ALUNO-680;17;1;7B;Não;7.079375000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;7.6;5.625;6.5;6.71875;6.375;10.0;2020
Escola Pública;ALUNO-681;13;2;2H;Não;5.648752;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;7.9;5.0;1.25;4.6875;7.75;5.0;2020
Escola Pública;ALUNO-682;10;0;1A;Não;8.138752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.6;7.5;9.0;7.1875;7.75;5.0;2020
Escola Pública;ALUNO-683;10;1;0G;Não;7.301666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;9.8;5.0;10.0;2.5;6.99999;5.0;2020
Escola Pública;ALUNO-684;12;2;1R;Não;7.867223333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.1;7.5;9.5;5.416666666666666;7.777773333333332;5.0;2020
Escola Pública;ALUNO-685;8;1;0F;Não;7.730002000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.9;7.5;9.5;2.5;5.0;10.0;2020
Escola Pública;ALUNO-686;11;2;0D;Não;7.767919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.6;5.0;9.0;7.8125;7.333335;5.0;2020
Escola Pública;ALUNO-688;17;2;7B;Não;6.893959333333333;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.25001;7.6;5.625;4.666666666666667;7.03125;7.75;10.0;2020
Rede Decisão/União;ALUNO-689;11;3;2B;Sim;7.776669999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.3;5.0;5.5;5.0;9.58334;10.0;2020
Escola Pública;ALUNO-691;11;1;1C;Não;7.694168666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;9.2;6.25;9.0;7.291666666666667;7.5;5.0;2020
Escola Pública;ALUNO-693;8;0;0H;Não;8.25;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;10.0;2.5;6.99999;10.0;2020
Escola Pública;ALUNO-695;8;0;0C;Não;8.631250000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;9.0;7.8125;6.99999;10.0;2020
Escola Pública;ALUNO-696;12;1;2G;Sim;7.778336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.6;7.5;6.5;7.916666666666668;8.833336666666666;5.0;2020
Escola Pública;ALUNO-698;16;0;5B;Não;7.008611666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;8.8;5.625;5.333333333333333;8.333333333333334;7.888893333333335;5.0;2020
Escola Pública;ALUNO-699;12;1;2P;Não;6.792780666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;4.7;7.5;6.5;7.916666666666668;8.055560000000002;5.0;2020
Escola Pública;ALUNO-700;11;1;2F;Não;6.966111333333335;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.9;7.5;4.5;7.916666666666668;6.222213333333333;10.0;2020
Escola Pública;ALUNO-702;9;1;1E;Não;8.818057333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.5;7.5;10.0;7.291666666666667;7.944443333333333;10.0;2020
Escola Pública;ALUNO-703;13;1;2D;Não;8.340419;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.9;7.5;9.5;8.4375;7.583335;5.0;2020
Escola Pública;ALUNO-704;11;2;2D;Não;7.590002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.7;7.5;3.5;7.5;7.75;10.0;2020
Escola Pública;ALUNO-707;14;1;2C;Não;7.794168000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.7;7.5;8.0;7.708333333333334;7.666663333333333;5.0;2020
Escola Pública;ALUNO-708;10;1;1H;Não;8.004724;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.1;7.5;10.0;7.291666666666667;7.777776666666667;5.0;2020
Rede Decisão/União;ALUNO-710;10;2;2B;Não;8.431669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.2;6.25;9.0;7.5;8.333335;10.0;2020
Escola Pública;ALUNO-712;11;0;1B;Não;7.588752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.6;7.5;7.5;7.1875;7.75;5.0;2020
Escola Pública;ALUNO-713;11;1;2J;Não;6.066944666666666;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.83334;6.8;7.5;1.5;5.624999999999999;7.555553333333333;10.0;2020
Escola Pública;ALUNO-714;16;2;7A;Não;5.550414999999999;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;2.7;4.375;4.5;6.5625;6.333325;10.0;2020
Escola Pública;ALUNO-716;9;1;2G;Não;7.709168666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.9;7.5;3.5;8.125;7.833333333333333;10.0;2020
Escola Pública;ALUNO-718;14;1;2N;Não;5.546668666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.4;4.375;0.0;7.291666666666667;7.5;5.0;2020
Escola Pública;ALUNO-719;10;3;2F;Não;5.688333333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;5.4;4.375;1.5;7.708333333333334;6.49999;10.0;2020
Escola Pública;ALUNO-720;17;1;5L;Não;6.325276333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.24999;7.3;6.25;4.0;7.708333333333334;7.72222;5.0;2020
Escola Pública;ALUNO-721;12;1;1G;Não;5.660002;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;7.3;5.0;4.0;2.5;7.0;5.0;2020
Escola Pública;ALUNO-724;11;1;2R;Não;7.861945333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.91668;9.4;7.5;6.0;7.291666666666667;8.055553333333332;10.0;2020
Escola Pública;ALUNO-725;11;2;2M;Não;6.730835000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;3.3;5.0;7.0;6.875;7.916665;10.0;2020
Escola Pública;ALUNO-731;17;1;5L;Não;6.437778666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;7.8;3.125;4.333333333333333;7.708333333333334;7.555553333333333;5.0;2020
Escola Pública;ALUNO-732;14;2;4L;Não;7.851389666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.0;7.5;7.666666666666667;8.541666666666666;7.611113333333334;10.0;2020
Escola Pública;ALUNO-733;11;2;2M;Não;7.044585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.9;8.125;2.5;7.1875;7.916665;10.0;2020
Escola Pública;ALUNO-737;11;1;2N;Não;8.070001999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.6;7.5;6.5;7.5;7.5;10.0;2020
Escola Pública;ALUNO-738;12;2;2R;Não;7.458336000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.0;6.875;6.0;8.541666666666668;8.333336666666668;5.0;2020
Rede Decisão/União;ALUNO-739;13;4;3A;Sim;8.703753666666667;A;Topázio;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.3;10.0;8.333333333333334;8.4375;8.666675;10.0;2020
Escola Pública;ALUNO-740;10;0;0D;Não;7.940418;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.4;8.125;10.0;7.8125;5.83333;5.0;2020
Rede Decisão/União;ALUNO-743;8;0;0H;Não;7.993333000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.8;5.0;10.0;2.5;6.916655;10.0;2020
Escola Pública;ALUNO-744;17;1;6C;Não;5.075208833333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.41667;4.6;5.0;2.6666666666666665;6.71875;7.0416675;5.0;2020
Escola Pública;ALUNO-745;15;1;4L;Não;5.955279;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;5.7;7.5;2.0;8.125;7.38889;5.0;2020
Rede Decisão/União;ALUNO-746;10;2;2F;Sim;8.890836;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.1;7.5;9.0;8.541666666666666;8.833336666666666;10.0;2020
Escola Pública;ALUNO-747;13;1;3B;Não;8.154376000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.1;5.625;8.0;7.96875;7.91667;10.0;2020
Escola Pública;ALUNO-749;14;2;4L;Não;6.502500333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;3.7;7.5;5.333333333333333;8.541666666666666;5.666659999999999;10.0;2020
Escola Pública;ALUNO-750;16;0;4B;Não;5.549445666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;6.4;6.875;0.0;8.125;6.555553333333332;5.0;2020
Escola Pública;ALUNO-753;12;1;3E;Não;6.485277;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;6.6;7.5;2.333333333333333;8.125;6.722216666666666;10.0;2020
Escola Pública;ALUNO-755;13;3;3L;Não;7.735417;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.5;5.0;8.0;8.4375;7.5;10.0;2020
Escola Pública;ALUNO-756;14;1;2B;Não;7.434168;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.9;7.5;9.0;4.375;6.33333;5.0;2020
Escola Pública;ALUNO-757;13;3;3A;Não;6.240207333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.41666;4.3;7.5;4.666666666666667;7.96875;6.791665;10.0;2020
Escola Pública;ALUNO-758;11;0;2L;Não;7.436114000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.5;7.5;4.25;7.916666666666666;8.222226666666666;10.0;2020
Escola Pública;ALUNO-760;7;0;0G;Não;8.641250000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.8;7.5;10.0;7.8125;6.24999;10.0;2020
Escola Pública;ALUNO-766;15;0;4B;Não;6.824446333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;7.4;7.5;3.6666666666666665;8.749999999999998;8.055560000000002;5.0;2020
Escola Pública;ALUNO-767;13;2;3L;Não;7.096875;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;5.0;7.5;7.0;7.96875;6.16666;10.0;2020
Rede Decisão/União;ALUNO-768;14;3;3G;Sim;7.727224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;9.9;4.375;7.666666666666667;7.291666666666667;8.77778;5.0;2020
Escola Pública;ALUNO-773;12;4;2E;Sim;7.854724666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.6;7.5;9.5;8.958333333333334;8.944446666666664;5.0;2020
Escola Pública;ALUNO-776;14;0;3R;Não;5.591389333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.2;7.5;1.6666666666666667;7.291666666666667;6.611106666666666;5.0;2020
Escola Pública;ALUNO-777;13;1;1D;Não;7.012085000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;7.8;5.0;7.25;7.1875;7.416665;5.0;2020
Escola Pública;ALUNO-779;16;3;6C;Não;6.48;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;3.9;7.5;4.0;7.5;7.624995;10.0;2020
Escola Pública;ALUNO-780;12;0;3M;Não;8.103542166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.2;7.5;8.333333333333334;7.96875;6.6666625;10.0;2020
Rede Decisão/União;ALUNO-782;14;3;5B;Sim;8.435835666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.7;9.375;5.666666666666667;9.166666666666666;9.166673333333334;10.0;2020
Escola Pública;ALUNO-783;11;0;1M;Não;6.995835000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.0;7.5;4.5;8.125;7.916665;5.0;2020
Escola Pública;ALUNO-785;11;1;2B;Não;8.812502;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;9.0;8.125;7.75;10.0;2020
Escola Pública;ALUNO-786;16;2;5F;Não;5.065416;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;1.9;7.5;3.0;7.1875;6.83333;5.0;2020
Escola Pública;ALUNO-789;15;2;4L;Não;4.682222333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;2.8;7.5;0.0;7.916666666666668;5.611103333333333;5.0;2020
Escola Pública;ALUNO-790;13;1;3C;Sim;9.198059333333331;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.9;7.5;8.666666666666666;9.791666666666666;9.777786666666666;10.0;2020
Escola Pública;ALUNO-792;11;3;1G;Não;7.783335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.5;4.375;10.0;8.125;7.166665;5.0;2020
Escola Pública;ALUNO-793;9;0;0E;Não;8.118749000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.83334;10.0;7.5;10.0;7.1875;7.333325;5.0;2020
Rede Decisão/União;ALUNO-794;11;3;2L;Sim;8.281114;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.6;6.25;6.5;7.916666666666668;8.722226666666666;10.0;2020
Escola Pública;ALUNO-795;12;1;2D;Não;7.971252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.7;7.5;7.0;7.8125;8.0;5.0;2020
Escola Pública;ALUNO-796;13;2;3B;Não;8.615210166666667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.8;7.5;8.333333333333334;7.96875;7.6250025;10.0;2020
Escola Pública;ALUNO-797;12;1;1R;Não;6.857223333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.8;4.375;6.5;6.875;8.111106666666666;5.0;2020
Escola Pública;ALUNO-803;7;0;0G;Não;6.979172000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.625;7.0;2.5;4.333349999999999;10.0;2020
Escola Pública;ALUNO-807;8;1;0E;Não;8.091669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;6.25;9.0;2.5;7.833335;10.0;2020
